"m5v1_glr.pred.obs","m5v1_glr.pred.RB"
"NRB",0.00320879583863872
"NRB",0.113166658652397
"NRB",0.105723067430533
"NRB",0.448796815412194
"NRB",0.00193559876549972
"NRB",0.00250999457422776
"NRB",0.487709544092646
"NRB",0.0131785489855785
"NRB",0.0006333584411985
"NRB",0.607776533389989
"NRB",0.049491067216063
"NRB",0.013311404921013
"NRB",0.0197253840661388
"NRB",0.436886023860968
"NRB",0.217516997445201
"NRB",0.246093827675997
"NRB",0.192099780672051
"NRB",0.300928190068838
"NRB",0.0367587612536777
"NRB",0.0539781919314694
"NRB",0.00625338587857722
"NRB",0.0293893419737181
"NRB",0.000847307621534166
"NRB",0.0740118330172977
"NRB",0.187306687416102
"NRB",0.369087197899111
"NRB",0.950624200481138
"NRB",0.567959197240902
"NRB",0.0594844547706958
"NRB",0.238988703931349
"NRB",0.2061133587911
"NRB",0.788777368697933
"NRB",0.39709653694225
"NRB",0.0239337529078918
"NRB",0.00131225276964112
"RB",0.942531249545491
"RB",0.942025749944126
"RB",0.980767860338612
"RB",0.960391391494662
"RB",0.992431837850933
"RB",0.435297241123696
"RB",0.813231274263633
"RB",0.460514675586868
"RB",0.976845606350018
"NRB",0.00770243612689435
"NRB",0.128543051211806
"NRB",0.0123381605152481
"NRB",0.0052676846210141
"NRB",0.0197630654902416
"NRB",0.0652795213142786
"NRB",0.0423963304215645
"NRB",0.015614029815476
"NRB",0.012463334607114
"NRB",0.692400435909735
"NRB",0.236134008918798
"NRB",0.0137034637626527
"NRB",0.106314013637251
"NRB",0.00614171743573958
"NRB",0.0482084043254822
"NRB",0.834336640055884
"NRB",0.0101071708132273
"RB",0.53938354574789
"RB",0.944001121656948
"RB",0.331169180863049
"RB",0.886826582874955
"RB",0.927698045726812
"RB",0.93220115098721
"RB",0.00926203852524785
"RB",0.99238905404688
"RB",0.510626666436522
"RB",0.768363033629921
"RB",0.774960064638615
"RB",0.232821117473548
"RB",0.501587863855441
"RB",0.958587098847087
"RB",0.234541761447045
"RB",0.963835963776055
"RB",0.766010115583562
"RB",0.289282884691165
"RB",0.950969031434898
"RB",0.537512923105957
"RB",0.551494731481549
"RB",0.220734870554874
"RB",0.844217436181602
"RB",0.676792224357517
"RB",0.0509424332188465
"NRB",0.881647954451815
"NRB",0.0097709383873786
"NRB",0.000934917682005489
"NRB",0.00594420179298683
"NRB",0.548520235806302
"NRB",0.00179635448777306
"NRB",0.0245600266610971
"NRB",0.0130505166699808
"NRB",0.774667330715924
"NRB",0.00814166101838711
"NRB",0.0292888153675181
"NRB",0.0296706993298345
"NRB",0.425566984785982
"NRB",0.00549757642803883
"NRB",0.27762872435285
"NRB",0.589525563757854
"NRB",0.143608656334094
"NRB",0.371770943697169
"NRB",0.175333465813109
"NRB",0.00270687413576633
"NRB",0.00429575260024021
"NRB",0.00151125269573668
"NRB",0.011362803875199
"NRB",0.000971232038972232
"NRB",0.427979393080993
"NRB",0.310321212364559
"NRB",0.620923531690462
"NRB",0.0491918005355268
"NRB",0.000801342882084504
"NRB",0.00114300266709178
"NRB",0.157789749612384
"NRB",0.0100556041848906
"NRB",0.00343773246869742
"NRB",0.00189445377431758
"NRB",0.000970192882032561
"NRB",0.0103878671932312
"NRB",0.00332438540915808
"NRB",0.420053524447612
"NRB",0.678372902409205
"NRB",0.0960151981278857
"NRB",0.0116940035686003
"NRB",0.171493243969496
"NRB",0.00734678541591876
"NRB",0.653669735691449
"NRB",0.008342884348652
"NRB",0.874115595513805
"RB",0.764930391208847
"RB",0.908608494050945
"RB",0.291239063598521
"RB",0.731442576542212
"NRB",0.00278478163001558
"NRB",0.0740131277676542
"NRB",0.0707120797883111
"NRB",0.00252975213723956
"NRB",0.103618790449129
"NRB",0.422913779871604
"NRB",0.00207611733762965
"NRB",0.00292263881639067
"NRB",0.208159129126009
"NRB",0.334166472373852
"RB",0.844410799609298
"RB",0.919690751491322
"RB",0.933816834576416
"RB",0.287313810152911
"RB",0.0301418988625541
"RB",0.943487783767683
"RB",0.858534337587269
"RB",0.9197406952222
"RB",0.957673041173773
"RB",0.920192708387664
"RB",0.850801248616368
"RB",0.837008554487654
"RB",0.515697472647585
"RB",0.877886728059945
"RB",0.670386210478219
"RB",0.925750038910196
"RB",0.855699212367944
"RB",0.578833817376805
"RB",0.900051352714849
"RB",0.530141551169719
"RB",0.46565090026633
"RB",0.898769823267203
"RB",0.857152022495346
"RB",0.346158441977851
"RB",0.618615783950332
"RB",0.592327874180694
"NRB",0.000998071971887461
"NRB",0.000884154700929318
"NRB",0.368722025624467
"NRB",0.284810313275356
"NRB",0.235778197962929
"NRB",0.359742417221879
"NRB",0.144449523242922
"NRB",0.3327615359413
"NRB",0.0122664405472115
"NRB",0.00260580155803337
"NRB",0.0993087437778171
"NRB",0.0352294026134657
"NRB",0.00483297391509955
"NRB",0.0100742321515187
"NRB",0.737311416173733
"NRB",0.382257987815786
"NRB",0.33344295285543
"NRB",0.0130930275089072
"NRB",0.0291375011598588
"NRB",0.0301328286223245
"NRB",0.00606586213494094
"NRB",0.246657698806414
"NRB",0.3802643449734
"NRB",0.0107012638938673
"NRB",0.501953527465916
"NRB",0.00052142713657067
"NRB",0.0565370715353275
"NRB",0.00286174674451025
"NRB",0.0394589842198821
"NRB",0.0305425369048206
"NRB",0.00147919137641765
"NRB",0.00309903790792425
"NRB",0.0679711061438002
"NRB",0.858013461444973
"NRB",0.932307826815505
"NRB",0.749924009558478
"NRB",0.0042996440732193
"NRB",0.0599383246040259
"NRB",0.020056165568756
"NRB",0.584966471051679
"NRB",0.474411380748726
"NRB",0.00404970975190609
"NRB",0.880741990052314
"NRB",0.049605815817405
"RB",0.144291219782827
"RB",0.965694340211375
"RB",0.124878234936326
"NRB",0.00158967523703444
"NRB",0.0549156137300687
"NRB",0.082105292371311
"NRB",0.00491726192268201
"NRB",0.00167915420835446
"NRB",0.0752011109389352
"NRB",0.0213539906943866
"NRB",0.00241092633607531
"NRB",0.106120937868109
"NRB",0.10353525585817
"NRB",0.0110760686720814
"NRB",0.0436075947276902
"RB",0.794705374143411
"RB",0.443940906081691
"RB",0.847914418217728
"RB",0.857194747737708
"RB",0.615717538839189
"RB",0.00991587116718118
"RB",0.0463846099758949
"RB",0.285853423302508
"RB",0.53137194091785
"RB",0.580947016301915
"RB",0.642380282251987
"RB",0.747645933515373
"RB",0.918869716481945
"RB",0.897860444563485
"RB",0.910609926828831
"RB",0.857334394682588
"RB",0.956331303875071
"RB",0.676502071125682
"RB",0.840192461420713
"RB",0.547590987132492
"RB",0.879379653171353
"RB",0.762806187426514
"NRB",0.000227428767374122
"NRB",0.0169769601504317
"NRB",0.017703089991046
"NRB",0.309233247252934
"NRB",0.0479714544765112
"NRB",0.0252588764980708
"NRB",0.00241287985743814
"NRB",0.00583679106069846
"NRB",0.0057784781719216
"NRB",0.0739365810071794
"NRB",0.0449896957148884
"NRB",0.00216365240072323
"NRB",0.0970963972082208
"NRB",0.503203469195298
"NRB",0.00153821284059447
"NRB",0.000525880441035414
"NRB",0.00879332451030761
"NRB",0.166551993796996
"NRB",0.00390931965865106
"NRB",0.0176900984487271
"NRB",0.150834005168777
"NRB",0.000179786268266286
"NRB",0.0211072600259358
"NRB",0.11218908405285
"NRB",0.202042535238312
"NRB",0.503415957288139
"NRB",0.00841517358732047
"NRB",0.00561157401018757
"NRB",0.0382855469156244
"NRB",0.646478131199872
"NRB",0.129193288609881
"NRB",0.00258927492955992
"NRB",0.0114066865017231
"NRB",0.172206957486067
"NRB",0.318306981458112
"NRB",0.0340890367998706
"NRB",0.451840848291899
"NRB",0.186140615205622
"NRB",0.0084280143534272
"NRB",0.0446475581379019
"NRB",0.00355187646113043
"NRB",0.040343946469606
"NRB",0.0728857542429594
"NRB",0.833649746169888
"RB",0.794563151153744
"RB",0.477422670861949
"RB",0.844838343015577
"RB",0.959526496816679
"RB",0.963120046706034
"RB",0.719014382698432
"RB",0.632319133017893
"NRB",0.866039231978384
"NRB",0.036068099504257
"NRB",0.00748012576767955
"NRB",0.0780122953051431
"NRB",0.00424085031318983
"NRB",0.00488330357467417
"NRB",0.0474722782277426
"NRB",0.00174137906093158
"NRB",0.0774925756539523
"NRB",0.319218602360866
"NRB",0.102179321684643
"RB",0.976940758720458
"RB",0.977368777245517
"RB",0.13505891344032
"RB",0.61644355699697
"RB",0.995714505572484
"RB",0.959828486622818
"RB",0.978427331271696
"RB",0.487413126698309
"RB",0.917332404997813
"RB",0.587519749317598
"RB",0.990937335130687
"RB",0.959117686019091
"RB",0.92410331711353
"RB",0.740496876266392
"RB",0.966695731108312
"RB",0.904246994022178
"RB",0.968952583458991
"RB",0.51660043048172
"RB",0.99233740913567
"NRB",0.00272400530082105
"NRB",0.00251733009276107
"NRB",0.000583536456027824
"NRB",0.153103281463211
"NRB",0.93917069872591
"NRB",0.329600243934872
"NRB",0.498968807968678
"NRB",0.0218616675451464
"NRB",0.0957225722334232
"NRB",0.219562613773764
"NRB",0.111637620271169
"NRB",0.0168508344610133
"NRB",0.0169485855627843
"NRB",0.143442427109414
"NRB",0.00604607998864386
"NRB",0.0385000090032414
"NRB",0.0107281493344623
"NRB",0.0130346617997768
"NRB",0.0411008723971292
"NRB",0.00640965296757942
"NRB",0.00415516165240185
"NRB",0.412058893671844
"NRB",0.0891311154943122
"NRB",0.108375878985494
"NRB",0.0455591409751955
"NRB",0.544484331640459
"NRB",0.0423585406488053
"NRB",0.228249196461721
"NRB",0.0563142553061655
"NRB",0.0114071173589076
"NRB",0.0116887110248594
"NRB",0.390175341332161
"NRB",0.0022682360054809
"NRB",0.00609180106841496
"NRB",0.187162430979443
"NRB",0.958351984365705
"NRB",0.23461627511105
"NRB",0.304241051554854
"NRB",0.0638448315984301
"NRB",0.00910223741419374
"NRB",0.195551274476522
"NRB",0.434411162874763
"NRB",0.000789663449778895
"NRB",0.829134553320092
"NRB",0.0347048469510253
"NRB",0.331483612452016
"NRB",0.0178535705610406
"RB",0.754519286608769
"RB",0.241857519022743
"RB",0.982602659840902
"RB",0.741930358233517
"RB",0.970316162870052
"RB",0.651342393304678
"RB",0.960485325282404
"RB",0.990858445684111
"RB",0.783630237425885
"NRB",0.000162853742969218
"NRB",0.633173270282617
"NRB",0.0457273642402982
"NRB",0.439731756508667
"NRB",0.000482265086440761
"NRB",0.624744413519853
"NRB",0.295112710213035
"NRB",0.698517546885417
"NRB",0.0678922166358746
"RB",0.563835855358523
"RB",0.866690076067833
"RB",0.87543229373471
"RB",0.866234984893968
"RB",0.0503968549462343
"RB",0.463437490615784
"RB",0.00456484686754409
"RB",0.837084817877915
"RB",0.779688860000586
"RB",0.945912656097334
"RB",0.686513435072307
"RB",0.956192148217179
"RB",0.819352919898431
"RB",0.97022992723824
"RB",0.18594024114888
"RB",0.917263071528569
"RB",0.899831018292806
"RB",0.906743506353769
"RB",0.803552105618124
"RB",0.712642740682327
"RB",0.171708371851463
"RB",0.193075716788566
"RB",0.928124967928477
"RB",0.930803214758479
"NRB",0.160967406240443
"NRB",0.00315036497300727
"NRB",0.549483087508368
"NRB",0.675863929086055
"NRB",0.323225344868746
"NRB",0.347058423300551
"NRB",0.0171042969466785
"NRB",0.0106871752436815
"NRB",0.0536128004394313
"NRB",0.00631155845854263
"NRB",0.0176777758829075
"NRB",0.00485933035716702
"NRB",0.00288572740286664
"NRB",0.277136198406566
"NRB",0.00170709945684183
"NRB",0.171609137032717
"NRB",0.00290586853474348
"NRB",0.0178262732167437
"NRB",0.0318319246925013
"NRB",0.0814720322136864
"NRB",0.0232950466289348
"NRB",0.247810561484831
"NRB",0.135545919020772
"NRB",0.0437598170675087
"NRB",0.00224633078448051
"NRB",0.0418958052701174
"NRB",0.00502971152763481
"NRB",0.18532087751919
"NRB",0.113793695388418
"NRB",0.537746847247626
"NRB",0.00912132874070375
"NRB",0.018225725152688
"NRB",0.330797957483129
"NRB",0.0235111324076399
"NRB",0.115417923659236
"NRB",0.16009091685778
"NRB",0.951119746093479
"NRB",0.840518232529762
"NRB",0.000245903795540085
"NRB",0.000968275524329421
"NRB",0.00174556192525311
"NRB",0.0363905628474185
"NRB",0.00270810424101602
"NRB",0.0161595019318874
"NRB",0.28900485057843
"NRB",0.678927636506932
"NRB",0.798936339508017
"NRB",0.429828294523066
"NRB",0.00237415278736463
"NRB",0.835274847145885
"NRB",0.0494903537744954
"RB",0.0864065133188451
"RB",0.842592370544086
"RB",0.445192993514163
"RB",0.30403813692901
"NRB",0.0298384853346941
"NRB",0.324186248421401
"NRB",0.0631888271666748
"NRB",0.00759061795406265
"NRB",0.271134063332249
"RB",0.700744411862209
"RB",0.254562856338519
"RB",0.718875914545628
"RB",0.095766086712173
"RB",0.536677584310473
"RB",0.0173864575887265
"RB",0.899568267302128
"RB",0.734301920117763
"RB",0.938318591844465
"RB",0.882809334959926
"RB",0.670772627378827
"RB",0.60472732260272
"RB",0.379808497815793
"RB",0.306395431722773
"RB",0.931050500951503
"RB",0.996418724747591
"RB",0.980958963096283
"RB",0.936695787381563
"RB",0.179253092414503
"RB",0.17158081617759
"RB",0.958461849391335
"RB",0.427458521917923
"NRB",0.00165020863652831
"NRB",0.00596780820409021
"NRB",0.00645726436907975
"NRB",0.0025781406169172
"NRB",0.0175618512870081
"NRB",0.00556176951767745
"NRB",0.0183554642093494
"NRB",0.0423372533879431
"NRB",0.00677610308665404
"NRB",0.0578717035485822
"NRB",0.00229288725462291
"NRB",0.116962123370626
"NRB",0.0421202001118677
"NRB",0.0940954304795388
"NRB",0.151496754048666
"NRB",0.0110506358882477
"NRB",0.00783269645539034
"NRB",0.0139561539137525
"NRB",0.518491038025524
"NRB",0.0748416016449424
"NRB",0.000846120116844462
"NRB",0.0131431851032888
"NRB",0.00282974078542233
"NRB",0.0260519933742484
"NRB",0.00151340458364492
"NRB",0.0123327824035328
"NRB",0.275694457503795
"NRB",0.0726872823550856
"NRB",0.00144706193851486
"NRB",0.00994129288156691
"NRB",0.239100880226217
"NRB",0.00115864595987392
"NRB",0.00752638131452317
"NRB",0.520674012300608
"NRB",0.400391790988321
"NRB",0.130719932131957
"NRB",0.344912012918585
"NRB",0.574381904963815
"NRB",0.305658013142234
"NRB",0.754979072474511
"NRB",0.660054652949498
"NRB",0.058628525451903
"NRB",0.0241360745414595
"NRB",0.0359815251427123
"RB",0.931764395788675
"RB",0.978864018121087
"RB",0.975458902086453
"RB",0.895106899419698
"RB",0.901561573922214
"RB",0.232030083912303
"NRB",0.00170361882634039
"NRB",0.0224122631090433
"NRB",0.00712412947758245
"NRB",0.172201451089171
"NRB",0.714851027015386
"NRB",0.00465731376498842
"NRB",0.0852122388272636
"NRB",0.17365558346639
"NRB",0.10338095207253
"NRB",0.00838309809703696
"NRB",0.00334245951946549
"NRB",0.652679849854964
"RB",0.756343815173577
"RB",0.755201786385587
"RB",0.977913250391946
"RB",0.95340971060323
"RB",0.936426928422986
"RB",0.345009430327057
"RB",0.892065432914777
"RB",0.673317164351732
"RB",0.763705887793515
"RB",0.388815330308852
"RB",0.193469388447897
"RB",0.832295673580839
"RB",0.898349685663841
"RB",0.270951088869065
"RB",0.0317038351077271
"RB",0.947227334268111
"RB",0.760417290865648
"RB",0.95897016768116
"RB",0.365091881655508
"RB",0.896913853535729
"RB",0.263958864420344
"RB",0.818993755016896
"RB",0.599260176966193
"NRB",0.002604276622264
"NRB",0.270504394409491
"NRB",0.63846698442052
"NRB",0.0437527030761885
"NRB",0.181956846638275
"NRB",0.0922704920092663
"NRB",0.00379716224709226
"NRB",0.525430528948426
"NRB",0.00506647106535315
"NRB",0.221126862824342
"NRB",0.00634546595437412
"NRB",0.106412423184856
"NRB",0.00189734798905278
"NRB",0.0172646830080506
"NRB",0.00317117670433319
"NRB",0.00862214220441786
"NRB",0.310133222941176
"NRB",0.244438646848945
"NRB",0.158567517951316
"NRB",0.010666331169664
"NRB",0.0131364059929102
"NRB",0.579360649802268
"NRB",0.00367147385455478
"NRB",0.572282682182541
"NRB",0.27355146046947
"NRB",0.537435826501127
"NRB",0.385775534853069
"NRB",0.013252313460944
"NRB",0.00101943172376375
"NRB",0.00160387453419695
"NRB",0.0459436932181504
"NRB",0.628242979231746
"NRB",0.0010511234689757
"NRB",0.0401296114868479
"NRB",0.171383448632395
"NRB",0.311212390329894
"NRB",0.758556860234916
"NRB",0.159635510572237
"NRB",0.323794058664722
"NRB",0.0527069587085272
"NRB",0.00603974813728303
"NRB",0.0111403272467186
"NRB",0.00142616080847029
"NRB",0.340430466641348
"NRB",0.0912327705841568
"RB",0.328176077159823
"RB",0.961163348674971
"RB",0.948595294547308
"RB",0.945169129263412
"RB",0.165464890834896
"NRB",0.00589544072976312
"NRB",0.0217019118019327
"NRB",0.0934262289572165
"NRB",0.83835996373002
"NRB",0.333410927508822
"NRB",0.0173455189573418
"NRB",0.0856047499546633
"NRB",0.0176531037680526
"NRB",0.00306540314428305
"NRB",0.711007671787871
"NRB",0.142785142289166
