"m6v1_plr.pred.obs","m6v1_plr.pred.RB"
"NRB",0.764988200909563
"NRB",0.299421074342253
"NRB",0.562734752799842
"NRB",0.102044590993787
"NRB",0.286715431980662
"NRB",0.0412665945099792
"NRB",0.08063842265282
"NRB",0.235700846885337
"RB",0.901472764428874
"RB",0.442517236093619
"RB",0.876815708055347
"RB",0.146245638592624
"RB",0.749266281654152
"NRB",0.166281754801778
"NRB",0.0554453421046266
"NRB",0.0396524266538652
"NRB",0.0531896265567813
"NRB",0.0339648065868264
"NRB",0.0535723907456453
"NRB",0.233683248612583
"NRB",0.0348762091921602
"NRB",0.349483103022118
"NRB",0.0244688649834681
"NRB",0.0117311765145361
"NRB",0.225950372221273
"RB",0.667093819785006
"RB",0.714485280450405
"RB",0.84742349597922
"RB",0.873139349634879
"RB",0.651136802709256
"RB",0.276499212317728
"RB",0.858628499409249
"RB",0.606271015945679
"RB",0.654812029919869
"RB",0.300599368566865
"RB",0.472797072936407
"RB",0.801172118964911
"RB",0.821148564803256
"RB",0.0328738172779815
"RB",0.723878320571915
"RB",0.739147134155143
"RB",0.779857608664187
"RB",0.523161726638703
"RB",0.758934116615462
"RB",0.226509138800558
"RB",0.65294988263516
"RB",0.796576791032869
"RB",0.724741210720297
"RB",0.905368057894599
"NRB",0.0355258504275195
"NRB",0.0450287209000264
"NRB",0.0439686303571463
"NRB",0.0754371854978652
"NRB",0.063768321326343
"NRB",0.17103377965428
"NRB",0.460184456429194
"NRB",0.327334173564723
"NRB",0.141825096963155
"NRB",0.034844835132901
"NRB",0.508671708388831
"NRB",0.0486876796100879
"NRB",0.00935132768189982
"NRB",0.0612896343476317
"NRB",0.0654239931051651
"NRB",0.0499822805430801
"NRB",0.0160095369560059
"NRB",0.0563375808853324
"NRB",0.216731169261581
"NRB",0.00849106018646327
"NRB",0.140516619188862
"NRB",0.37653241566143
"NRB",0.0130318522530697
"NRB",0.118522609530916
"NRB",0.345559254807666
"NRB",0.0451072631894482
"NRB",0.056104647892541
"NRB",0.0399251085120546
"NRB",0.0852830959547765
"NRB",0.0138434143289734
"NRB",0.383190197038844
"NRB",0.00810594526091561
"NRB",0.0624146598386919
"NRB",0.111369766621608
"NRB",0.160123082632702
"NRB",0.316714917301148
"NRB",0.752719662073223
"NRB",0.305421813413822
"NRB",0.566170420141759
"NRB",0.109257812103533
"NRB",0.295531664735223
"NRB",0.0455775046702386
"NRB",0.0830588636969859
"NRB",0.242614095468512
"RB",0.888478666576941
"RB",0.426546738606606
"RB",0.862962428097599
"RB",0.154504879989357
"RB",0.736060653973516
"NRB",0.172012027886774
"NRB",0.0637663398764301
"NRB",0.0461019967795306
"NRB",0.0592906792748619
"NRB",0.0369389701385398
"NRB",0.0607319445652496
"NRB",0.245047184660885
"NRB",0.0410333215953437
"NRB",0.362687240521446
"NRB",0.0303996479556303
"NRB",0.0140340333731946
"NRB",0.237303973682142
"RB",0.663788199655373
"RB",0.708802992529427
"RB",0.841768348043597
"RB",0.864249769587599
"RB",0.639507584328547
"RB",0.281886796187393
"RB",0.84746792321433
"RB",0.595304082338786
"RB",0.651058764129858
"RB",0.292242175485836
"RB",0.477129251062257
"RB",0.79559450674437
"RB",0.815540470194029
"RB",0.0364179288748817
"RB",0.711034082629468
"RB",0.727949978506781
"RB",0.772585415552805
"RB",0.519125246611475
"RB",0.747971437396921
"RB",0.231916509797605
"RB",0.650505517372686
"RB",0.788067567521058
"RB",0.706091487831033
"RB",0.897992349013997
"NRB",0.0392670897293801
"NRB",0.0511809499107197
"NRB",0.0475982572903149
"NRB",0.0800102389395492
"NRB",0.0678270617847282
"NRB",0.181205633281241
"NRB",0.458317851628308
"NRB",0.333269987889119
"NRB",0.141715205471433
"NRB",0.0392981896557836
"NRB",0.490269957716129
"NRB",0.055822643474423
"NRB",0.0109523399115296
"NRB",0.0665646815360166
"NRB",0.0681712444154857
"NRB",0.0532278621252215
"NRB",0.0185051139995651
"NRB",0.0628920431635643
"NRB",0.227172411376648
"NRB",0.0103265021580928
"NRB",0.148613746715183
"NRB",0.386492890719033
"NRB",0.0153748131360386
"NRB",0.129923580454647
"NRB",0.342904238015741
"NRB",0.0500824198599827
"NRB",0.0612091741391609
"NRB",0.0444399501984176
"NRB",0.0877185642478052
"NRB",0.0158840363227637
"NRB",0.374802030788489
"NRB",0.00985932130702736
"NRB",0.0669786791277566
"NRB",0.114122838010594
"NRB",0.161952390862525
"NRB",0.313453212481098
"NRB",0.741878682396888
"NRB",0.310439652922482
"NRB",0.568138413384237
"NRB",0.115811221460828
"NRB",0.302627550593789
"NRB",0.0495963154042343
"NRB",0.0854095205953168
"NRB",0.24850416949612
"RB",0.876235872110933
"RB",0.413548570603361
"RB",0.850059237843298
"RB",0.161952708931902
"RB",0.724297804938071
"NRB",0.176975698271648
"NRB",0.0713140529056984
"NRB",0.052059991154259
"NRB",0.0647303608110847
"NRB",0.0397487975342412
"NRB",0.0672297618273775
"NRB",0.254240685529038
"NRB",0.0468970283301408
"NRB",0.373470243932482
"NRB",0.0362554052186301
"NRB",0.0162632774196782
"NRB",0.246530252409588
"RB",0.660640293966603
"RB",0.703582281703451
"RB",0.836379304044382
"RB",0.856060828115442
"RB",0.629366042182868
"RB",0.286453222227816
"RB",0.836843270370054
"RB",0.585407109286188
"RB",0.647444782638952
"RB",0.285682609639773
"RB",0.480102012003154
"RB",0.790374848534057
"RB",0.810315799662983
"RB",0.0397595126686686
"RB",0.69900578116434
"RB",0.718066782206227
"RB",0.765728279520857
"RB",0.515605194781427
"RB",0.738274257596262
"RB",0.236773496913651
"RB",0.647728837029344
"RB",0.780300540066225
"RB",0.690162830767626
"RB",0.89103465753863
"NRB",0.0427906201523793
"NRB",0.0569345575577947
"NRB",0.0509124737850505
"NRB",0.0842608452074539
"NRB",0.0717460021983322
"NRB",0.190173698221164
"NRB",0.456937186182434
"NRB",0.338271162522941
"NRB",0.142079172257589
"NRB",0.0435208588952437
"NRB",0.475334870538978
"NRB",0.0625114530350347
"NRB",0.0125355676429597
"NRB",0.0713000614092536
"NRB",0.0707880960090899
"NRB",0.0561702346122822
"NRB",0.0209157657045815
"NRB",0.0690278809190948
"NRB",0.236098518905855
"NRB",0.0121546933460113
"NRB",0.155924942987291
"NRB",0.394365955043843
"NRB",0.0176568517793389
"NRB",0.140129826455425
"NRB",0.341103769118438
"NRB",0.0547306363334599
"NRB",0.0658618799532485
"NRB",0.0487635211589934
"NRB",0.0901153167249643
"NRB",0.017895749268143
"NRB",0.36817485219336
"NRB",0.0116229517051751
"NRB",0.0713204807130908
"NRB",0.116627250453265
"NRB",0.163573474310023
"NRB",0.311059172852452
"NRB",0.732193001594248
"NRB",0.314666003901999
"NRB",0.569151246174384
"NRB",0.121887317872987
"NRB",0.308424139140253
"NRB",0.0533778146790332
"NRB",0.0876745420286756
"NRB",0.253693998828955
"RB",0.864667999886
"RB",0.402818193381129
"RB",0.838055874408025
"RB",0.16870051749075
"RB",0.713652979401365
"NRB",0.181381782784982
"NRB",0.0781912804182309
"NRB",0.0575603676014361
"NRB",0.0696381699081835
"NRB",0.0424087560993979
"NRB",0.0731433905723957
"NRB",0.261866763401169
"NRB",0.0524749492439864
"NRB",0.38246463324959
"NRB",0.041976533466577
"NRB",0.0184244459289063
"NRB",0.254112675406974
"RB",0.657599029260794
"RB",0.698741106459823
"RB",0.831226684298438
"RB",0.848437674195086
"RB",0.620375501557637
"RB",0.29038917584833
"RB",0.826691235534703
"RB",0.57634176114804
"RB",0.643964276737515
"RB",0.280400319742245
"RB",0.482200956107704
"RB",0.785450507700295
"RB",0.805394260882187
"RB",0.0429330630045198
"RB",0.687700396710639
"RB",0.709213409437773
"RB",0.759208895447003
"RB",0.512486352184842
"RB",0.729550628617566
"RB",0.241203229713563
"RB",0.644816467430277
"RB",0.773103423551949
"RB",0.676341291307278
"RB",0.884427872679885
"NRB",0.0461350941726787
"NRB",0.0623429803875689
"NRB",0.0539796199412631
"NRB",0.0882464045740502
"NRB",0.0755347996142298
"NRB",0.198204701488494
"NRB",0.455818834129618
"NRB",0.342530439684236
"NRB",0.14275702123903
"NRB",0.0475434193119603
"NRB",0.462984554560132
"NRB",0.068799365871205
"NRB",0.0141032810845451
"NRB",0.0756094814248741
"NRB",0.0732903905755344
"NRB",0.0588924438082407
"NRB",0.0232490503188472
"NRB",0.0748088885165855
"NRB",0.243902222914256
"NRB",0.0139696902436087
"NRB",0.162588243775922
"NRB",0.400733316285615
"NRB",0.0198818518977324
"NRB",0.149374386083842
"NRB",0.339890804253332
"NRB",0.0591101019179285
"NRB",0.0701450880740769
"NRB",0.0529194025368671
"NRB",0.0924667720970925
"NRB",0.0198821599127328
"NRB",0.362844437970284
"NRB",0.0133900817347186
"NRB",0.0754697858577205
"NRB",0.118934140446985
"NRB",0.16504069975024
"NRB",0.309290372815865
"NRB",0.723435866071298
"NRB",0.318269772571462
"NRB",0.569523089705511
"NRB",0.127596317017564
"NRB",0.313255036180958
"NRB",0.0569658657739497
"NRB",0.0898563333442757
"NRB",0.258352180502052
"RB",0.853687199955299
"RB",0.393819907028781
"RB",0.826841219499822
"RB",0.174859073734339
"RB",0.703889069004092
"NRB",0.185365183602854
"NRB",0.084506470368467
"NRB",0.0626599725836618
"NRB",0.0741232022580712
"NRB",0.0449440143650761
"NRB",0.0785615986810532
"NRB",0.268333314476515
"NRB",0.0577936770884194
"NRB",0.390110960448846
"NRB",0.0475430230958119
"NRB",0.0205271973788083
"NRB",0.260439170232363
"RB",0.654641985236136
"RB",0.694216826054135
"RB",0.826282764888605
"RB",0.841282291521842
"RB",0.612299055858989
"RB",0.293829685531584
"RB",0.816961418966751
"RB",0.56795346523115
"RB",0.640609567399283
"RB",0.276055350602307
"RB",0.483710964382874
"RB",0.780775553384755
"RB",0.800720966406298
"RB",0.0459648806612467
"RB",0.677042505134497
"RB",0.701184803659419
"RB",0.752977817395344
"RB",0.509683359262755
"RB",0.721596522836974
"RB",0.245286362695013
"RB",0.641871473755639
"RB",0.76636425276082
"RB",0.664180050881566
"RB",0.878120772108424
"NRB",0.0493292644999096
"NRB",0.0674536049300817
"NRB",0.0568488195647937
"NRB",0.0920085135264815
"NRB",0.0792030964836229
"NRB",0.205486072665804
"NRB",0.45484509517476
"NRB",0.346197594116967
"NRB",0.143646373303209
"NRB",0.0513913792799712
"NRB",0.452600026612994
"NRB",0.0747312118561808
"NRB",0.0156579250448163
"NRB",0.079576528898491
"NRB",0.0756919001377566
"NRB",0.0614476763333398
"NRB",0.0255132967263941
"NRB",0.0802860719077352
"NRB",0.250844203105678
"NRB",0.0157695946509072
"NRB",0.168708202085772
"NRB",0.405981726315062
"NRB",0.0220552906576406
"NRB",0.157831897276293
"NRB",0.339087281383095
"NRB",0.0632636206719858
"NRB",0.0741218315473553
"NRB",0.0569272352833614
"NRB",0.094769762279203
"NRB",0.0218467761563352
"NRB",0.358487860742975
"NRB",0.015157280074071
"NRB",0.0794496306008286
"NRB",0.121079637780011
"NRB",0.166390192362497
"NRB",0.307981837709741
"NRB",0.715436942724677
"NRB",0.321373497311133
"NRB",0.569450270674338
"NRB",0.133007607414892
"NRB",0.317347448477802
"NRB",0.0603926394566748
"NRB",0.0919598934115505
"NRB",0.262587219415549
"RB",0.84322193198418
"RB",0.386167136170738
"RB",0.816314840837383
"RB",0.180519622328588
"RB",0.694840892922635
"NRB",0.189015261811019
"NRB",0.0903481616079519
"NRB",0.067411674809327
"NRB",0.0782663887404206
"NRB",0.0473740031951656
"NRB",0.0835593451384527
"NRB",0.273920098286045
"NRB",0.0628793443242334
"NRB",0.396711195494682
"NRB",0.0529495664407916
"NRB",0.0225799604661855
"NRB",0.265791029829211
"RB",0.651765836527476
"RB",0.689986374336321
"RB",0.821548057603614
"RB",0.834576800500812
"RB",0.605032432829875
"RB",0.296838046810796
"RB",0.807678899288847
"RB",0.56018583312395
"RB",0.637383502622888
"RB",0.272474409629679
"RB",0.484771129521473
"RB",0.776338798328809
"RB",0.796280742190581
"RB",0.04884823847315
"RB",0.66703184216844
"RB",0.693896774546567
"RB",0.747030323676153
"RB",0.507154143759967
"RB",0.714329772670775
"RB",0.249051215529619
"RB",0.638949789347389
"RB",0.760049164927676
"RB",0.653481019717274
"RB",0.872119242543084
"NRB",0.0523668246039312
"NRB",0.0722521210810499
"NRB",0.059530452844382
"NRB",0.0955508179022068
"NRB",0.0827376088068691
"NRB",0.212085126082969
"NRB",0.453960233651114
"NRB",0.349346223248302
"NRB",0.144691913790966
"NRB",0.0550483845176896
"NRB",0.443864384799188
"NRB",0.0802818219241239
"NRB",0.017186745494365
"NRB",0.0832238220310024
"NRB",0.0779911085694227
"NRB",0.0638514269256073
"NRB",0.027693292832253
"NRB",0.085447482512467
"NRB",0.257034640442431
"NRB",0.0175340049150771
"NRB",0.174312399072388
"NRB",0.410301512607633
"NRB",0.0241594160137357
"NRB",0.165546402493998
"NRB",0.338598053087008
"NRB",0.0671846011939419
"NRB",0.0778019983214684
"NRB",0.0607688228415147
"NRB",0.0970148435470782
"NRB",0.0237753392191582
"NRB",0.354936744734532
"NRB",0.0169035271156019
"NRB",0.0832501593277031
"NRB",0.123076472889825
"NRB",0.167638219330867
"NRB",0.307047416252077
"NRB",0.708130578990778
"NRB",0.324034071324953
"NRB",0.569032855593612
"NRB",0.138130118939839
"NRB",0.320810179449233
"NRB",0.0636548079755376
"NRB",0.0939814311185472
"NRB",0.266440855058095
"RB",0.833302480908504
"RB",0.379661643804464
"RB",0.806481143551894
"RB",0.185709047043358
"RB",0.686451813008654
"NRB",0.192366587349941
"NRB",0.0957230870110149
"NRB",0.0718083441036605
"NRB",0.0820868558170842
"NRB",0.0496960463636124
"NRB",0.0881442319801214
"NRB",0.278758963256566
"NRB",0.0677033948347146
"NRB",0.402406157502349
"NRB",0.0581368591394052
"NRB",0.0245693767895818
"NRB",0.270304288420104
"RB",0.648957094544722
"RB",0.685984314774566
"RB",0.816976297663876
"RB",0.828207647222432
"RB",0.598375613317019
"RB",0.299525671060024
"RB",0.798742215522725
"RB",0.552905880262839
"RB",0.634266753513485
"RB",0.269436122676762
"RB",0.485531953384451
"RB",0.772087484949378
"RB",0.792018183880863
"RB",0.0516257425884098
"RB",0.657546397596723
"RB",0.687164591447529
"RB",0.741308744538874
"RB",0.504828390954869
"RB",0.707574912962585
"RB",0.252569246898426
"RB",0.636077173371341
"RB",0.754056513806154
"RB",0.643859960022937
"RB",0.866344599482095
"NRB",0.055292459659067
"NRB",0.0768235875190034
"NRB",0.0620771302358215
"NRB",0.0989265900606032
"NRB",0.0861696954098214
"NRB",0.218173069624081
"NRB",0.453121720829289
"NRB",0.35210919185791
"NRB",0.145835126254125
"NRB",0.0585678010859186
"NRB",0.436320361240942
"NRB",0.0855496266051217
"NRB",0.0187053218700367
"NRB",0.0866381797203931
"NRB",0.0802118075250008
"NRB",0.0661482147767927
"NRB",0.0298175621104925
"NRB",0.090376901218266
"NRB",0.262672528491681
"NRB",0.0192817866047176
"NRB",0.179521081508729
"NRB",0.413958521605164
"NRB",0.0262206570078702
"NRB",0.172706978933384
"NRB",0.338314597707545
"NRB",0.0709362294203385
"NRB",0.0812629191915442
"NRB",0.0644915010745677
"NRB",0.0992105550946251
"NRB",0.0256865738023102
"NRB",0.351959218923057
"NRB",0.018645073239424
"NRB",0.0869150591463923
"NRB",0.124960023161261
"NRB",0.16881175260728
"NRB",0.30637359485522
"NRB",0.701349060617294
"NRB",0.326360945213804
"NRB",0.568385672729329
"NRB",0.143034110526359
"NRB",0.323814056870663
"NRB",0.0667981928764078
"NRB",0.0959367790092588
"NRB",0.270002205242646
"RB",0.823793675831018
"RB",0.374001378302842
"RB",0.797175033239379
"RB",0.190536048516254
"RB",0.678566871476084
"NRB",0.195492537392378
"NRB",0.10075161428829
"NRB",0.0759411229299723
"NRB",0.0856721504849399
"NRB",0.0519400483080406
"NRB",0.0924207964743277
"NRB",0.283057938312139
"NRB",0.0723365942428552
"NRB",0.407430464330411
"NRB",0.0631673304630104
"NRB",0.0265201142686591
"NRB",0.274208082989428
"RB",0.646213013400608
"RB",0.682184168398674
"RB",0.812554007844027
"RB",0.822139245146141
"RB",0.592242299353832
"RB",0.301942580335838
"RB",0.790132797240803
"RB",0.54606095961185
"RB",0.631253465668611
"RB",0.266836013936478
"RB",0.486062035499152
"RB",0.76800312497863
"RB",0.787914022785764
"RB",0.0543057844190391
"RB",0.648547987814962
"RB",0.680911942326859
"RB",0.735796447593273
"RB",0.502673865871542
"RB",0.701261190534773
"RB",0.25586815807133
"RB",0.633267314466626
"RB",0.748350442330948
"RB",0.635151815256719
"RB",0.860778089841582
"NRB",0.0581150691829862
"NRB",0.0811858215147354
"NRB",0.0645051814869069
"NRB",0.102151228765597
"NRB",0.0895036584301392
"NRB",0.223815377078866
"NRB",0.452311452138345
"NRB",0.354547653980749
"NRB",0.147047144725487
"NRB",0.0619577631908968
"NRB",0.429752077282235
"NRB",0.0905537133311842
"NRB",0.0202126281424063
"NRB",0.089849079347023
"NRB",0.0823603826526575
"NRB",0.0683523373021991
"NRB",0.0318881362438632
"NRB",0.0950917898762805
"NRB",0.26783968146094
"NRB",0.0210103591254075
"NRB",0.184377500687001
"NRB",0.417074493182379
"NRB",0.0282393732691772
"NRB",0.179377427781443
"NRB",0.338184834646167
"NRB",0.0745319328511213
"NRB",0.0845285521296486
"NRB",0.0681010760186489
